id,date,lat,lng,name,score,text,title,user
review_623830651,2018-10-10,42.698208,23.33198,Vino & Tapas,80,"It's an amazing restaurant. The waitress was cheerful, the food was amazing, and the wine was incredible.I couldn't read the wine menu, because it was in Bulgarian, so the waitress helped me and indeed found a very good Bulgarian wine for me that went so well with the food. And the food was so great, I didn't even thought about eating alone.I will definitely go back to this restaurant.",Amazing food and wine,2CC39D95561AD1AEED8E240AF6C30BE0
review_636572480,2018-11-29,42.69832,23.309029,Skaptoburger,100,"This is probably my favourite burger place in Sofia!With cosy interior and a retro flashback, it is always nice to stay there.Waiting time is usually around 20 mins (if it is not too busy), I recommend you to also try their homemade fries.The burgers are always fresh-made and with quality ingredients. They usually have a ""burger of the month"" so there is always something different you can try.",Favourite burgers in Sofia,74FF334F76955126043AD5FD83DB5B69
review_566837663,2018-03-16,42.69832,23.309029,Skaptoburger,100,When you head for a place that markets itself on burgers and craft beer. You know what you want. Right?And Skaptoburger delivers.Staff. Friendly. Knowledgeable EfficientI let them choose my Bulgarian craft beers and they recommended 3 great brewsFood. The double bourbon burger was so good I almost ordered a second.Beer. Ok I only had 3 of the 64 bottled beers they stock. But three great beers.All I can say is. If you like burger n beer and are in Sofia. You must must must come here.Gold stars. Highly recommended,Awesome on all levels,74DA07D66737752380F9A2B9FD8A65BF
review_636252523,2018-11-28,42.69832,23.309029,Skaptoburger,100,"We've visited Skapburger on several occasions during our trip to Sofia, and every time food was fantastic and service great.They have huge variety of Bulgarian craft beers and huge variety of huge and greasy burgers!","Amazing burgers, amazing staff!",2ED3623B22F7DE06EEB0F2C8786B99AA
review_636087242,2018-11-27,42.69832,23.309029,Skaptoburger,100,Good fresh burgers ! There is a variety of burgers and other foods. I liked the place it looks cozy!,Dinner,0E849AC0C3AC33CB316F6657DA384220
review_636033104,2018-11-27,42.69832,23.309029,Skaptoburger,100,"Came here with my cousin, whilst we had a few hours to kill before our overnight train. We started off with a few local beverages and some fries. They were absolutely delicious. We then moved on to the burgers, I had a Sa70sh1.... absolutely mind blowing. 12/10 recommend.",Haaaa-mazing burgers,D947C64E7B61C923FBA90C2365112948
review_636032719,2018-11-27,42.69832,23.309029,Skaptoburger,100,"So we just came in for a few beers but ened up ordering some friez, they were absolutely delicious. I ordered el pollo loco (chicken burger) it was freaking amazing. I was getting the night train so i ordered the cheesus just incase i got hungry later... was not disappointed!! Highly recommend!!",Skaptoburger... legendary,6028ED05AA9CA68196CA1B4D06986DC1
review_635368502,2018-11-24,42.69832,23.309029,Skaptoburger,100,"I visited Skaptoburger today and had Satoshi with homemade fries, it was the best burger I ever had. At the moment they even have their own spicy beer, the place is small and cozy. Staff is friendy and fast.",Best burger place in Sofia!!,2CD18D236C36260A2263612EC3537093
review_635246927,2018-11-23,42.69832,23.309029,Skaptoburger,100,"The location is good, the staff is fresh and friendly and about the burgers - wow! A great taste, mixed in a fantastic way in order to create the most delicious burgers in Sofia! Try the fries with ranch sauce, too.",The best burgers in Sofia,FC41DA7FC17598C1B83B989AE84B369F
review_635192292,2018-11-23,42.69832,23.309029,Skaptoburger,100,"Skaptoburger is a small place, 6 tables, and they serve imaginative masterpieces they call burger.I had SA70SH1 burger, which was magnificent. Fresh beaf patty with deep-fried -rolled-on -tortilla chips melted cheddar bacon , served With potato chips with its peal.Service was quick and efficientDefinitely would return!!!",B-E-S-T burger EVER,858CE46214001DD535A025E26F2F54F1
review_632939468,2018-11-12,42.69832,23.309029,Skaptoburger,100,"This place makes seriously delicious juicy burgers with different kinds of tasty seasonings and ingredients. Note, a healthy burger option is also available! We did enjoy both versions. We will be back :)",Amazing!,BADF8DA3616B19671B54EC99695C50B7
review_636780771,2018-11-30,42.684326,23.327267,Soul Kitchen,100,"Great calming atmosphere, suitable music, not-your-usual menu - plenty of veg options. If you like meat, that’s not your place :) Not overcrowded, just about right. A hidden jam in the heart of the city.",Best veg options anywhere in town,BD97BAD3E3AEC506D1C76E365F8AB5FA
review_634115259,2018-11-18,42.684326,23.327267,Soul Kitchen,100,What a surprise ‘‘Tis was the best vegan restaurant we have yet visited. Beautifully served tasty imaginative dishes a wide variety comfortable great decor and superb service. Can not recommend highly enough,BEST VEGAN RESTAURANT,EEDB7307A0C0777AFC09AB4DC95AC169
review_634031537,2018-11-17,42.684326,23.327267,Soul Kitchen,100,"So after all the praises we finally decided to visit. We went for lunch,it was half full. Ordering took a long time. I chose Thai spring rolls - a dish I've had ma.y times in different cities. This was by far the worst ones I've had. Nothing more than fresh vegetables rolled up in a rice pankake. The sauce was on the side and was itself unimpressive. The menu is short(usually a good sign) but heavily overpriced. There are far better alternatives in Sofia.",Good but overrated,2892BA9BB78D95B8BBFFD93C37B4D962
review_633737107,2018-11-16,42.684326,23.327267,Soul Kitchen,100,"The best dish I've ever had! Such a poetry! Beautifule atmosphere, nice service, calm and cozy! I'll be back <3",Soul experience,BC43D3D4E501730572C386EC6708A1B0
review_631113726,2018-11-05,42.684326,23.327267,Soul Kitchen,100,"There is not a single thing I do not like about Soul Kitchen. Unique menu with meals you can only find at their restaurant, lovely staff and interior that makes you feel like home. Desserts are a must.","Delicious, healthy, tasteful",51BA7AECA67F5EB88DCDF98A7ABB8912
review_623282028,2018-10-08,42.684326,23.327267,Soul Kitchen,100,The best vegan food I have ever tried! Do not hesitate to try spinach pancake as well as flat top vegies.,The most delicious vegan food,94AF88E922830BE96CC8720DD31C0F40
review_623009237,2018-10-07,42.684326,23.327267,Soul Kitchen,100,"My vegetarian friend discovered this restaurant and we visited one lunchtime, good selection of vegetarian food ( I think actually vegan - do check) . We both enjoyed our different meals. An English Menu is available in the cafe and on their websiteThere did appear to be a kitchen mix-up and our meals were not delivered at the same time, but this did not appear to occur on the other tables, perhaps worth insisting on your visit to be sure.",Friendly staff and quality ingredients,9559E7BB6EDD5E761C096BC379B883F4
review_619035133,2018-09-23,42.684326,23.327267,Soul Kitchen,100,"If you fancy something different, here is the place to head to. Their pizza's are to die for and its all healthy! I didn't realise vegan cuisine could taste so amazing! Definitely worth a visit.",Lovely atmosphere & garden area,F9BC97599628AE7737BCFA42C4E42F82
review_618050724,2018-09-19,42.684326,23.327267,Soul Kitchen,100,Absolutely best vegan food I’ve ever had in the Balkan region. Tex Mex and Chili sin Carne is absolutely delicious. Don’t forget to order Glarus Pale Ale with it btw. I’ll be back!,Absolutely Delicious,F979D6338509BFAF6CF714C4914576B2
review_617305952,2018-09-17,42.684326,23.327267,Soul Kitchen,100,"Wonderful atmosphere wit beatific musc, tasty food, prices ok, the personal speaks English, all the ingredients for e great afternoon!",Exercent,5CBB03AAAC306866FAED4330046E917F
review_636330159,2018-11-28,42.694736,23.318956,Cosmos,80,"Warm welcome, good food, good atmosphere, good wine, view on the kitchen, but nothing special (bread disappointing).",nice and good,8A934F60160EE7EAAAF4E39FDBAB07A7
review_635497515,2018-11-24,42.694736,23.318956,Cosmos,80,"At Cosmos you can have Bulgarian typical things, prepared and presented in a modern an original way.Food is very good. And the place itself is decorated creating a nice atmosphere, with lamps moving around and the intensity of the lights varying with the music.Great choice!",Bulgarian food in a modern way,679C8E5248EB714716D5E0CC6AD87284
review_634690160,2018-11-20,42.694736,23.318956,Cosmos,80,"Have been going to this place since the very opening, the Cosmos experience is absolutely sublime. Food is amazing, atmosphere is great and the service is impressive. Try the Cosmos Chardonnay and banitza with boza!",The Five-Senses-Experience,5107A6D7710A98B383776C49A05B5803
review_633996403,2018-11-17,42.694736,23.318956,Cosmos,80,"Easily the best food in town. Very creative, refined and top quality. The dessert could’ve been straight out of a tv show. Staff is friendly. It is pricey for Sofia standards, but well worth it. Book in advance (same day possible).",Fantastic food!,8CC22BC3DBAA7D928019B82A97E5E9C3
review_633801517,2018-11-16,42.694736,23.318956,Cosmos,80,"Best service that i have seen in Bulgaria i was there last birthday, excellent service,fine food,excellent taste for presentation of the food. Highly recommend to visit.",Fine dining with a excellent fusion kitchen.,265B392DEA7C99A20D277BF8417532BB
review_633244445,2018-11-13,42.694736,23.318956,Cosmos,80,"By far the BEST meal my wife and I have ever eaten. We've been to over 40 countries and have tried many cuisines, but this was in its own category of delicious. The food experience was amazing.The staff was spectacular. They didn't hover, but were there when you needed them. They were extremely knowledgeable of each plate and had great personalities to go along with their professional service.Anyone who visits Sofia absolutely MUST visit this amazing restaurant. We ordered from the tasting menus. I got the meat and my wife got the vegetarian option, and both menus were fantastic! Excellent all around experience.",Best meal ever!,29E7201E6B84CD0BEE0F4E66427D3AEC
review_632221182,2018-11-09,42.694736,23.318956,Cosmos,80,"When you enter the place for the first time, you wonder for a moment whether you would rather turn around and walk out.. the ambient is a bit strange indeed. That would be a mistake. The food is to remember, spectacular. Service is also very nice, quite professional. Great place, of the kind you would like to enjoy with your beloved one (not necessarily with small kids).","Spectacular food, awesome experience",A0F22AD59F1CF7F4C473630BA31EB17B
review_631843194,2018-11-07,42.694736,23.318956,Cosmos,80,"Some of the best food I can recall eating in a restaurant - taste, texture, appearance. It is expensive but very well worth it. The interior is very contemporary, with bare concrete etc, so not 'romantic', but interesting and a great atmosphere.","Superb food, great experience.",FE2702977E63644EC910488138A77E68
review_631532728,2018-11-06,42.694736,23.318956,Cosmos,80,"The restaurant is great . very nice decorated. I went with friends. For me the menu was strange. My friend expained me that the dishes are from the Bulgarian cucine. To say the truth I could not eat Horse meatballs, or cheeks, livers etc. I ate great salats. My friens ate everything and were very satisfied.",Great bulgarian cusine,994F0894782B6417869A1CD9B2C0E21E
review_630411897,2018-11-03,42.694736,23.318956,Cosmos,80,Great place in Sofia center. Traditional menu creatively prepared and served. Next time we’ll take the tasting menu.,Fantastic dinner,BE1720DA5AA95FA86601F854B7A2885E
review_635097931,2018-11-22,42.691944,23.322615,Restaurant Niko'las,100,"Food prepared with style and passion, great atmosphere and excellent choice of wines. The team is very talented and dedicated to provide an experience to remember, Worth to visit!",One of the best places to eat in Sofia,0DF676C5C13F89A497FFC98D876E7B3E
review_634976470,2018-11-21,42.691944,23.322615,Restaurant Niko'las,100,Looking for interesting Bulgarian cuisine?! That’s the right spot! Almost every day you can meet the chef and ask him to suggest something according your preferences or to ask him how something is made! You can sit in-front of the kitchen and to see how they will make your food (for me that’s amazing) the sparkling wine is also great most def to check this place!Try the tuna fish ;),Coziness and heaven for the taste,A09189A5D42299F5CC0A04AD90F206E4
review_634611815,2018-11-20,42.691944,23.322615,Restaurant Niko'las,100,Got there with my family for special dinner and we was not disappointed. Service was wonderful and the food was top notch. #recommendthem,perfect spot in the heart of the city,7AE6F1B6CF82ADAA65C50D45A2696AF4
review_634578635,2018-11-20,42.691944,23.322615,Restaurant Niko'las,100,"The food is beyond perfect, i often go with friends or just for a late lunch with my kids:)You know how difficult it is to feed kids, well mine love it :)",Amazing food and crew,53EEC504253F21B6F4A2202D20C95098
review_634491755,2018-11-19,42.691944,23.322615,Restaurant Niko'las,100,A dinner with friends? A secret wedding lunch? Impress business partners? This is the right place. We are frequent visitors for all of it.,Best reward!,A5864305B99F46DCCDE0F021CBD275A1
review_634445289,2018-11-19,42.691944,23.322615,Restaurant Niko'las,100,"We went to this restaurant because of a wine tasting event at 14/11/18. Wines were perfectly combined with excellent dishes. The food was amazing! Congrats to the chef! As for the staff they were very kind, helpful and quick. I would definitely vissit this place again!",Recommended!!!,B1F15239DAC19AD782098AFD93437C71
review_634441847,2018-11-19,42.691944,23.322615,Restaurant Niko'las,100,my favorite place in Sofia the food every time its fantastic amazing staff highly recommended to visit,unique food experiences,4E3E39B9998659DEFE04775CAB07AC6A
review_634439969,2018-11-19,42.691944,23.322615,Restaurant Niko'las,100,"Had a delicious dinner, good wine and the people working there were warm and friendly. You should try the gyoza. Definitely will visit again.",Wonderful place,D5F144D137B44ECEA526B584F09F7A76
review_634436013,2018-11-19,42.691944,23.322615,Restaurant Niko'las,100,I was with my family and the restaurant was amazing. I can say it with two words ”creating memories”.,One of the best,D9F7895D511BCEE3B1716240B8E42246
review_634431731,2018-11-19,42.691944,23.322615,Restaurant Niko'las,100,"This is definitely one of my favourite restaurants in Bulgaria. A true fine dining experience but in a comfort and friendly atmosphere. The tastes are always least to say surprising, the menu is always seasonal and in general - the food is spectacular! The desserts are crafty and not only look like a piece of art, but taste like one! Recommend to anybody who wants to experience a great food journey, which will also be paired with the right and very well selected wines, of course.",Amazing experience!,3FC236C275E386031BF8F61268A06C4F
review_636837647,2018-12-01,42.694935,23.32174,2 Giraffes Espresso Bar,100,"A small cozy cafe serving coffee, tea and cakes/pastries. Staff was friendly and the cafe had a nice vibe. Would recommend this place if you want to take a coffee break!",Cozy Cafe for a Coffee Break,021AD3B23118AC258D82D3ADA38B08D9
review_633331161,2018-11-13,42.694935,23.32174,2 Giraffes Espresso Bar,100,"We went for breakfast and we wanted to taate everything! There are sweets and sour tastes as well. We tasted the pumpkin pie and a pie with cheese and spinach, both were delicious! The place is small but very cosy and modern. The girls working there are very polite and they welcome you with a big smile!",Cozy place,7CA3B40697B9CD6EBD7ED4BF19DD34DD
review_632356746,2018-11-10,42.694935,23.32174,2 Giraffes Espresso Bar,100,"Whatever you try in this place you will be amazed! We had the pasta, smoothie, coffee and a brownie, there were no mistakes in anything! The staff is very cool and the atmosphere is cozy and cute! They also have very colourful and attractive cups to take away :)",Everything is amazing,C3099C1E7A2815F33C1DA70C9DB4C189
review_630556739,2018-11-03,42.694935,23.32174,2 Giraffes Espresso Bar,100,"I like the place, because it's comfortable, perfectly located and girls who work there are so friendly. Yesterday, I stop there with my girlfriend for Coffee, but we decided to try some pieces of cakes. We ordered gluten free chocolate cake with raspberries and vegan free chocolate cake with raspberries, and I highly reccomend them, they are amazing. I'm sure I will come again.",Best chocolate cake,1A9EB049118C91DC66F0080393A40723
review_630418417,2018-11-03,42.694935,23.32174,2 Giraffes Espresso Bar,100,"I like the place, It’s cosy and the staff is nice. But I had the caprese sandwich and it just wasn’t good. I didn’t eat the bread because it didn’t taste good, very dry and there was no sauce on the sandwich. So too bad...",Didn’t like the sandwich,70F0FB5FF6BF61085B0C843B7BB1B458
review_630038123,2018-11-01,42.694935,23.32174,2 Giraffes Espresso Bar,100,I came here because of the high ratings and was not disappointed. I really liked the artsy atmosphere and the coffee itself of course! I had a super tasty '2 giraffes vanilla coffee'.,Perfect stop for a coffee!,3ADE1EA5540338760A92E8254E60446A
review_629380049,2018-10-29,42.694935,23.32174,2 Giraffes Espresso Bar,100,"I go to this place quite often cause i love the menu - the pasta, the chai latte and the matcha latte. Though sometimes its full to its limits and the two girls cannot serve all the clients. Once I even saw them telling a foreigner client to wait 10 mins. Also last time the pasta was cold because they “keep the sauce in the freezer”. Two reasons to give 4 stars.",Great menu,97D4421B3D396F16FE010ED402BE9FA2
review_628705216,2018-10-27,42.694935,23.32174,2 Giraffes Espresso Bar,100,"Stumbled upon this cafe in Sofia and it was amazing! The vanilla coffee, matcha, chai latte were delicious as were the pastries!",Cute little cafe in Sofia!,5ABF64ECC929ED89B2AD2834AC292C83
