id,date,lat,lng,name,score,text,title,user
review_631570850,2018-11-07,42.677124,23.322142,Magic Castle Hotel,100,I have stayed at this hotel seven times and have booked again for a future visit. Rooms comfortable with English language TV channels. Breakfast is basic and served with a smile. The hotel is a very short walk to the European Union Metro station.There are places to eat and drink nearby.On the opposite side of the main road is a smart shopping mall.,A REAL WELCOME,4DAB41E307719916956321603D476288
review_630341908,2018-11-02,42.677124,23.322142,Magic Castle Hotel,100,"This is small but excellent hotel in the capital of Bulgaria. The location is perfect, near to National palace of culture and subway station. Cleanliness is ten of ten, personal is very polite and helpful. The rooms are spacious. There is a restaurant. The menu is not so varied but dishes are delicious. I highly recommend this hotel for business trip or even if you travel with child.",Small jewel of Sofia,3B104C47BE4DE787EDEDB274B4C171C6
review_617918167,2018-09-19,42.677124,23.322142,Magic Castle Hotel,100,"Recently stayed at the hotel.Cannot really find a fault. New, clean, very quiet fridge in the room, great smoking policy, shower excellent, safe in room; bed comfortable, great Otis elevator; breakfast satisfying; on the Sofia Metro line. Excellent customer service. Will stay here again when in Sofia.",Best hotel in Sofia,3251612853ADACB4A90E5E3512575408
review_617617959,2018-09-18,42.677124,23.322142,Magic Castle Hotel,100,The hotel is about 15 min walk to the center. Decent amount of drink and food options around. The room was very nice and clean and quiet. WiFi worked well as did the ac. Parking was an additional 7 euro. Staff very nice and good breakfast as well.,Very nice.,63ECDABDA4925E5038FC325363EC6B38
review_616403321,2018-09-14,42.677124,23.322142,Magic Castle Hotel,100,"Stayed in this hotel for 5nights in June, with a party of 4.Nice clean single rooms with all the necessary amenities. Close to the City centre, only 2 metro stops, tube entry at less than 100m.Very friendly and helpful staff. Nice restaurant with local dishes if you are too tired to dine out.","Charming little hotel, with execellent and friendly service",CBD2D2196F95EA8DBA0D7DE452FF82CA
review_614477096,2018-09-06,42.677124,23.322142,Magic Castle Hotel,100,"I keep returning here every time our family visits Sofia and now it is our ""home"". The amazing hospitality of the hotel staff and owners is rare. The place is perfectly maintained, the breakfast is wonderful with a perfect variety for a healthy start of the day, the breakfast room is also very inviting. We always look forward to our next stay!",Consistently the best hotel to stay in Sofia,B2D05CF60A053180C1605BF70627FD9C
review_611930677,2018-08-29,42.677124,23.322142,Magic Castle Hotel,100,"friendly, clean and the best coffee ever in a hotel! We stayed two nights, very close to Metro stop and Park Shopping Centre complex. It is on a busy road but we were in a room at back of hotel so not too bad, Rooms are big, well furnished, kettle, fridge and stand alone aircon unit. Bathroom really clean and shower very good. the only issue were the pillows were very solid! breakfast good with home made cakes and we left early on final day and a pack up breakfast and coffee to go was provided, excellent customer service at 5am in morning.",perfect boutique hotel,A9FF002FB03F66B1EFF239F767E0C8BB
review_611903017,2018-08-29,42.677124,23.322142,Magic Castle Hotel,100,"The hotel is very clean, pleasant and comfortable. The staff are helpful, friendly and welcoming. A great effort is made in making you feel at home, breakfast is very generous and tasty.It is very easy to get to town or to the out skirts of Sofia using public transportation, their bus and underground service is fast and very easy to understand. So the Magic Castle Hotel is a good choice and I think you will enjoy your stay.",My stay in the Magic Castle Hotel,A5B9B10E5B50A6EB49D4B7837272D949
review_610117970,2018-08-25,42.677124,23.322142,Magic Castle Hotel,100,"This a very nice family run hotel. On arrival, there was valet parking. Room was spacious and the bed was very comfortable. Breakfast was good, with many home madr pastries. The staff was also very polite. Location is excellent, walking distance from city centre and right on the metro stop as well. I highly recommend this place and I will come back in the future.","Great family hotel, great location",4B4CF8290532083FE5043C169539A8E2
review_610075560,2018-08-24,42.677124,23.322142,Magic Castle Hotel,100,What a beautiful hotel. Our room was a lovely size with a large separate bathroom. Staff on reception were very friendly and accommodating and explained everything about the area and tourist information. Breakfast was amazing. Close walking distance to the metro and beautiful boulevarde.,Don’t go past staying here,3F63ACD85A45CD9149C587A69222E40C
review_636965742,2018-12-01,42.658978,23.383108,Novotel Sofia,100,We stayed 2 nights at this hotel. Rooms were clean and provided all the comfort and amenities necessary for a comfortable stay. Hotel provided handy shuttle bus from the airport. The mall is just a few minutes away from the hotel. Thanks to Plamen and Kuber for organizing my day off to explore the city.,Incredible city,3B55EB6CA65FD4C57CCA02BC256294CB
review_636054502,2018-11-27,42.658978,23.383108,Novotel Sofia,100,"I recently stayed at this hotel. The room was very modern, clean and spacious and it had tea/coffee/iron facilities, which is a bonus.Great variety of options at breakfast. Big shopping center 50 metres from the hotel and cheap taxis to the center.Fast chech in and check out, friendly staff, special thanks to Polina and Sabina.Would definitely recommend staying here.",beautiful hotel,FE2801CA90139F18A827D5A86902F848
review_635864612,2018-11-26,42.658978,23.383108,Novotel Sofia,100,"I travelled with 4 colleagues to Sofia for a week's business trip. The booking was quite convoluted with several changes and the hotel staff were extremely accommodating to all requests.As expected, the standard of accommodation was very good; we had booked a mixture of Standard and Executive rooms, and I was fortunate to be upgraded to a Suite, which was very useful as it allowed us to hold a couple of impromptu meetings in the spacious lounge area.Breakfast was quite varied and of a good quality; we ate in the restaurant twice and the revised menu was varied and the food of good quality.",Another Business Stay in Sofia,6B7EEF37BBFD3EA3E7208DD19445FA3C
review_635440086,2018-11-24,42.658978,23.383108,Novotel Sofia,100,"I was in a wonderful wedding in Novotel.I want to say very thank to Lily, Yavor, Niki, their professional service was excellent.The staff from kitchen Bobi, Olia, Trayan are amazing chefs. SPECIAL THANKS",Wedding day,6636458B1351A601BCC762D2A116EC4B
review_635208554,2018-11-23,42.658978,23.383108,Novotel Sofia,100,"I have collegues who visit the hotel very often for lunch becouse our office is situated nearby. They shared with me their good opinion for the hotel and the food and yesterday I visited it too. I was really impressed first of all from the hospitality of the staff - the welcoming smile of the bartender Mira who made me a great lemonade, the profesional skills of managers Vladimir and Daniel and the waitress who has cleaned my table - Iliyana. The food was really delicius - there is salad buffet with a big choice of fresh salads and soup only for 7 BGN!!! I will really start to have lunch in Novotel very often! It's much better and cheaper from the mall.Thanks to all restaurant and bar staff! See you soon!",Amazing lunch,F1AE122C9AFBAB34A2C25A40634380F4
review_635188810,2018-11-23,42.658978,23.383108,Novotel Sofia,100,I stayed at Novotel for two days. The hotel location is great MY office is Just five munites wolking distance from The hotel and also there is very big shoping center Just next door. THanks to Ivan and Apostol Who manage to help me to arrange a massage and recomind me a very tasty resturant at The city center,PDRFECT,7F7D06E1037F01871A014F58A5EBF050
review_635130322,2018-11-22,42.658978,23.383108,Novotel Sofia,100,"I loved everything about this hotel. The location just cant be beat, everything you need is within easy walking distance or you can get a taxi to go downtown, but at the same time it was on a busy street. The room was great and the hotel has a smoking terrace where you can smoke! The bed was comfy with nice linens and there was lots of hot water in the bathroom. It wasnt fancy but it was clean and comfortable. I ate in the cute restaurant twice, they have a large menu and finding vegetarian options was easy, the service was friendly. Breakfast was great ! I stayed for 6 nights and the service was first class, I was greeted by name every time I appeared in the lobby and Svilen, Peter P. Kubar and Peter P. always asked me if I needed anything and if everything was OK, nothing was too much trouble fo them to help me with. I needed breakfast a little earlier on a couple of days because I had an ealry flight, it wasnt an issue at all. I would love to go back here one day.",You should stay here!,CC5BF6CA795B7CE101CBDE1A16C79F49
review_634912316,2018-11-21,42.658978,23.383108,Novotel Sofia,100,"I stayed in an executive room on the top floor and it was brilliant from check in to check out the staff were great.They checkin was welcoming , specially Peter S. And Kuber from the reception, they were extremely friendly and supportive during the whole stay.The room was super clean and the bed comfy. The mini bar was brilliant!I had room service which was great and we priced as well as breakfast which had options for all.The bar area was also great for a drink and snack. I love the cocktails made by Rumen.The conference facilities were impeccable with brilliant snacks at the breaks too!I would strongly recommend for anyone who needs to be near the airport!",Brilliant staff,89B908D84834A3BEF744ACD3643A940B
review_634854235,2018-11-21,42.658978,23.383108,Novotel Sofia,100,"I come to Sofia practically every month and stay here. Every time everything is very convenient. I like the rooms, breakfast is really tasty with good selection of food, very comfortable transfers from/to the airport. The staff is very friendly and nice. Thank you very much and see you soon!",One of the best hotels in Sofia,198E5A62BD1874D7BA1E7C0D6CC18892
review_634838094,2018-11-21,42.658978,23.383108,Novotel Sofia,100,"Fantastic. Really I can recommending this hotel as place with easy access , wonderful staff along with all the delights you would expect. Extremely well priced . Excellent Resturant and an extremely friendly lounge bar . (Thank you Mira,Iliyana and Daniel for the best service ). Hope you all will have as good a stay as myself.",Dream hotel,3A63A1482F26259236B39E764BA1BAE9
review_631325583,2018-11-06,42.70669,23.321758,Hotel Favorit,100,Well done to staff and owners..very good and well managed hotel with large and clean rooms and very helpful and well manered and nice staff. Breakfast is above average and location is 15 to 20 min from the Center in a cab,Very good hotel,A5B3E3BAB9F50D0B492DBB7ED304C577
review_631146203,2018-11-06,42.70669,23.321758,Hotel Favorit,100,"We have no complaints at all with the hotel.The staff are very good and helpful.Our room was a deluxe with balcony and was spotlessly clean and spacious.The breakfast was also satisfactory.However, the area in which the hotel is situated is not pleasant.Also it is a long walk to the centre.You can get a taxi from the hotel to the centre which will only cost about 5 lev(less than 3 euros).The same hotel in the centre would be perfect !!!!!",The hotel is very good but the area isn't,F53B862459B5A8978B901DDA0837EE13
review_627962193,2018-10-24,42.70669,23.321758,Hotel Favorit,100,"Very charming hotel, on an exceptional location - a quiet environment, and close to all the attractive amenities that can be reached by foot.The room is spacious, equipped with a coffee maker and excellent offer of TV channels, especially music, which, as a rule, are rarely found in other hotels. Breakfast is diverse, with a selection of hot dishes, fruits and cakes.Extremely friendly staff.Greetings to young Mr. Plamen, who helped me during the problems I made during my online booking.",Very charming hotel,92DE83DE3B91051B147826CC6386A66D
review_622838356,2018-10-07,42.70669,23.321758,Hotel Favorit,100,"Fabulous stay here. From the moment we arrived and were welcomed by the charming receptionist, to the day we left, we were most impressed with this hotel.The room with the huge balcony was fantastic with plenty space to relax in (perhaps the shower room was a bit small). The meal we had when we arrived was excellent and so were breakfasts. Close to the train station and an easy walk into town. We would thoroughly recommend this hotel and would have no hesitation staying here again.",Capital trip,9C93937120519B8B97D37A9D1769B8C4
review_622526501,2018-10-05,42.70669,23.321758,Hotel Favorit,100,Nice small hotel off the main blvd. Great location and minutes from all by taxi. Staff was very very polite and also friendly. The room was a twin with desk and sofa. Shower with very strong water pressure. I recomend for a quick stay.,Excelent & Affordable,1FE48F25252C78BE46FE7834543A6D54
review_619825737,2018-09-26,42.70669,23.321758,Hotel Favorit,100,"I went there few times just for a night and it has always been a pleasure. The place is clean and people really try to help you if you need them.The breakfast is also good, you'll find anything you want. The price is really interesting, it worth it.",Nice and Clean,5EF6F9729A45B0816BF7BDD68A975B50
review_615005617,2018-09-08,42.70669,23.321758,Hotel Favorit,100,"Nice hotel located in a small quiet street next to the lions bridge , so 10 minutes away from the city center. Hotel is small but comfy and breakfast is fine for this standard hotel. Rooms are not soundproof so you can hear sounds from time to time. But this hotel is a good value for money for a few days .",Nice hotel next to the lions bridge,DF42891C1DB0ADB27477EAD7EEF9D2EC
review_612835345,2018-09-01,42.70669,23.321758,Hotel Favorit,100,Stayed here three nights. On a quiet street about a 5 Lev cab ride to Vitosha Blvd where all the shopping and restaurants are. We were greeted by Lilly at the front desk she was personable and very professional. When we told her were parked out front she offered to take care of the two hour parking by keeping our key and placing the stickers in the car so we would not get a ticket. I would highly recommend Hotel Favorit because of Lilly!,Awesome!,E230FD9C9B1E4E86AF003BAD15133A61
review_608417575,2018-08-20,42.70669,23.321758,Hotel Favorit,100,"Hotel was comfortable, clean and reasonably well equipped. Staff were attentive and helpful. Breakfast was plentiful and varied. Location outside of the main city centre was ideal for Bus and Train stations and we enjoyed the short walk to the Lion Bridge and beyond.",Ideal base for a short stay in Sofia,66D368D2B307A42AE5D55C2750C2A462
review_608047301,2018-08-19,42.70669,23.321758,Hotel Favorit,100,Staff is very good. Position is not so bad (near Central station e Metro station). Rooms are clean and breakfast is good also. We had problem with air conditioning every day. But i inforremd every time reception and immediately solved problem. To be suggested,Good hotel,788080243C4415B65D8E3F4F976FAB65
review_636576431,2018-11-29,42.69403,23.324863,Grand Hotel Sofia,80,"I have been there only on business talks and team buildings but as far my impression is that the hotel is clean and the staff nice. They are organised and polite. Only thing I don't like is their catering on business events, but this could always be improved.Traveller-friendly location as it is right next to the city garden and the National Theatre as well as close to some other major sights.",Looks good,74FF334F76955126043AD5FD83DB5B69
review_635949956,2018-11-26,42.69403,23.324863,Grand Hotel Sofia,80,"An elegant, clean and beautiful hotel, located in the center of Sofia with excellent service and friendly staff. Close to main landmarks and attractions. Would recommend for everybody who would like to have a relaxing and enjoyable stay in the hearth of the Bulgarian capital.",A night in the center of Sofia,AFFCDA434B98C64021A1CCC6A75EA18E
review_635543721,2018-11-25,42.69403,23.324863,Grand Hotel Sofia,80,"The rooms here are huge and very comfortable. The Shades of Red restaurant serves excellent food and the Grand Cafe is a pleasant place to sit. The lobby bar service was a bit poor, as was breakfast and dinner in the restaurant when staff gave precedence to groups. The concierge wasn’t overly helpful. The reception staff were very helpful when taxis were in short supply and I was in danger of being late for the opera - they offered the hotel car. So, a mixed bag, but on the whole a good experience.",Traditional hotel in great location,F7E13C43E11BB8CF2E1B80E2CF4A7217
review_635272397,2018-11-23,42.69403,23.324863,Grand Hotel Sofia,80,"This hotel has the best location in Sofia for tourist, and it has probably the largest room too. The breakfast is good and it has free valet parking. It is probably the best hotel in Sofia for tourist",Best hotel in Sofia although it has no swimming pool,CFC63406044800F368DD9D8330CFBAC1
review_633417478,2018-11-14,42.69403,23.324863,Grand Hotel Sofia,80,"Had a great stay at the Grand Hotel Sofia. The staff were friendly and helpful, the rooms are spacious and clean. Ordered room service one evening, which was delicious. The hotel itself is located very centrally and is perfect for exploring the city. Although I went for work, due to its great location I was able to squeeze in some sightseeing too.Downsides - internet isn’t the best, works fine when connected but I got knocked off the network multiple times. Tv in rooms don’t have a great selection of channels.",Great central location,78A6DA53CE66BBF1E6C947786DCEF694
review_632963351,2018-11-12,42.69403,23.324863,Grand Hotel Sofia,80,"We stayed at the hotel twice during our 17 days touring Bulgaria. The hotel is centrally located which is always a plus. The rooms (401 and 409), facing the street, were huge with a sitting area in one corner. There was a minibar, a bottle of water for each guest every day, and in the draw next to each bed there were a complimentary condom and a sewing kit. Such service. My roommate liked the tub in the spacious bathroom. Our rooms were spotless. There were even a decent bedside reading light. In fact we marveled at the many small lamps in the bedroom. Electrical outlets to power our gadgets were no problems.The breakfast was quite a spread. I especially liked the table with Bulgarian delicacies. In my view, the coffee served in the dining room was not great. But one could always buy a cappuccino or espresso from the bar. The staff was somewhat reserved and not overly friendly. But Grand Hotel Sofia is a comfortable place to stay while in the city.",Grand indeed,1D86374D520DB714D0892B3997534874
review_631613006,2018-11-07,42.69403,23.324863,Grand Hotel Sofia,80,"This i a classic 5 star level hotel. and very reasonably priced for the money. I wish they included breakfast in price of the room. Staff is VERY professional and helpful. The rooms are gorgeous and large. Green marble in bathrooms, large tub plus shower. and warm wood paneling in the rooms. My one complaint is that our room on the 7th floor had no window or balcony, just large glass on one side. Would have been so much nicer with a balcony or a window to let in fresh air.",Luxury appointed and spacious rooms,5FD86F90CC61BCCF4E648E00B8030A17
review_630003306,2018-11-01,42.69403,23.324863,Grand Hotel Sofia,80,"checking in was fast.the room was clean ,aery and well serviced.it disposed all necessary items which make the stay comfortable even a special clothes tree for the suits.linen and pillows excellent quality,so comfortable sleep is guaranteed.towels were abundant and of good quality fabric.room serviced twice a day by kind personel.",excellent hotel for business in the hart of the city,72F90CC4AAABB65ACA38289610975F3E
review_629699350,2018-10-30,42.69403,23.324863,Grand Hotel Sofia,80,"The stile of the hotel, like years ago, when was enormously big rooms, very professional service. Delicious food. The perfect place. On the middle of the city in the centre. Is great value for money. The only issue is the old, dirty carpet. But all the rest was great,and I am sure soon the carpet will be changed. Hotel like that is careful with the image.If you want luxury for good price, is the Wright place",Night in the centre of Sofia,FA26B921DC016607ED5C94792B72A226
review_628849871,2018-10-27,42.69403,23.324863,Grand Hotel Sofia,80,"Grand Hotel Sofia had been the place to stay in Sofia but it's absolutely NOT the case anymore. Everything is old-fashioned ! Rigid and unfriendly service from check-in to check-out ... non client oriented. Impossible to manage the AC in my room. Very slow wifi if its works ! Too expensive for the services proposed by this ""has been"" hotel. Please wake-up !!!!",Really disappointing,55F41C7481564E7227D230EC0A5ACBC8
review_634956769,2018-11-21,42.69808,23.315641,Central Hotel Sofia,100,This Hotel is 20 mins walk from the Central Rail and Bus Stations. It is 10 minutes walk from the fashionable street Vitosha. The number 7 or number 3 tram leave regularly for the bus station.The best thing about it are the staff who are friendly and happy to help. The rooms are excellent and the breakfast is wonderful. I cannot fault this Hotel. It is fantastic.,Excellent Hotel in Sofia,61C413B1357902BFB9EF95D9B5A1EA91
review_634466420,2018-11-19,42.69808,23.315641,Central Hotel Sofia,100,"Stayed here for 5 days toward end of October, and found the place absolutely faultless.Very easy to find, being only a few minutes walk from the city centre and close to all Sofia's main attractions, shops and restaurants. Check in nice and easy, thankfully the chap on reception spoke perfect English. Slight delay getting my room ready, as I arrived an hour early, but was able to have a drink in the lobby area while waiting. The room was lovely. Large, extremely tidy, a massive TV with about 50 channels (most in English) and a reasonably priced (by hotel standards) mini-bar. Shower room and loo were pristine, and kept that way daily by the wonderful 'Lilli' (she left a card with her name which is a nice personal touch, I feel!), who definitely deserves a mention for her efficiency.The breakfast was a standard European buffet type, but plenty of everything, so you could have a great load-up to start your day. The restaurant itself had a slightly limited menu for such an excellent hotel, but there were sufficient choices at reasonable prices if you decided not to eat out. Check out on the final day nice and easy, decided to get an airport shuttle provided by the hotel at less than 10 English pounds.All in all, this is a near faultless hotel, and anyone coming to Sofia on a budget can't beat this place for value, efficiency and friendliness.",Best value hotel ever,29DBB3B180203795BF9078B9548FCC6D
review_634565848,2018-11-19,42.69808,23.315641,Central Hotel Sofia,100,My staying there was convienient the food was very nice. It is in the central so you can visit all the centre easilly . I dont know about the rooms prices because it was free fronm my job for the seminar.,A great hotel,1D35A2D6CE8A04F7D77510905AD3DAFD
review_634502378,2018-11-19,42.69808,23.315641,Central Hotel Sofia,100,"Amazing value for money .... nice bed, cosy warm room and excellent breakfast. Staff were polite and check in was easy.Have stayed her a number of times and it’s great place to have a nice rest ..... heating is great especially when it gets cold in Sofia",Dip,7B6E7669FF0C042ABDEA899E75719201
review_633213443,2018-11-13,42.69808,23.315641,Central Hotel Sofia,100,"Average breakfast, rich but cheap products, especially the cold cuts and the butter (horrible). They didn't turn on the central heating, we had to use the Air conditioner which is not the same.....Not even a small terrace to drink your coffee and have a cigarette",Average,B08CC503E79B00DBEEB86E17808F70B4
review_631850280,2018-11-08,42.69808,23.315641,Central Hotel Sofia,80,I stayed here for business as I wanted a central location to explore the city. The hotel is very nice and my room was very spacious with a kitchenette. The breakfast was a mix of local and European food which was nice with plenty of choice.Good- Excellent room- Excellent shower- Good locationBad- Terrible WiFi- Poor bar area,"Great hotel, good location",47DA4A8DB2AA0520E2A3D18DCAFCE5A7
review_630151493,2018-11-01,42.69808,23.315641,Central Hotel Sofia,80,"Family of four, travelling with two children. The hotel was lovely, friendly staff who were all very friendly and helpful. Nice clean room that was excellent size with two rooms and small kitchen area. The buffet style breakfast was great with lots of choice and a really great way to start the day. On another note there is a wonderful Turkish restaurant a two minute walk away down the Main Street from the hotel. One of the nicest Turkish meals we have enjoyed (outside of Turkey.)",Great Hotel,A439772ACF991CDB703BF0F589914F91
review_629600670,2018-10-30,42.69808,23.315641,Central Hotel Sofia,80,"We stayed in Sofia for two nights for a quick city adventure. I found this hotel to be the nearest to the city center at the best price. We paid for parking in advance and got a very good price. The valet service for car parking was super fast and super convenient. We waited for less than 5 minutes for our car to be retrieved. Breakfast was the usual and included meat and cheese, eggs, bacon, sausages, salad fixings and fruit. All was good. The rooms were comfortable, but the shower and fittings were very high end. The rainshower had loads of pressure and was a joy to use. I had two spa treatments which were some of the best I have had. Totally recommended, and the price was very good (according to US and UK costs). I would come back in a heartbeat.",Perfect Hotel,DC1779A054C4260B5768CBFD23B3073D
review_627612895,2018-10-23,42.69808,23.315641,Central Hotel Sofia,80,"We were a family of 4 adults who stayed in Central Hotel on Oct 20 and 21. The lady in the reception was very pleasant, very helpful and had a good sense of humor. Rooms were very good, the breakfast was excellent.The location is brilliant. On the main road and only about 1 km to major sght seeing center. Lots of eating joints. everything within walking distance.The last day we had a flight at 7 am. We got the wake up call on time and when we reached the lobby the taxis were ready to take us.I will certainly recommend them.",Best Staying Option in Sofia,5AA052CF5C7CFD896BFE7ACFFD6A86CB
review_627411456,2018-10-23,42.69808,23.315641,Central Hotel Sofia,80,"Modern, clean central location hotel. Nice staff and comfy bed. easy to walk to sights and I even walked straight down the big long boulevard to the central bus station, took me 40 mins but nice walk! I would stay again, all good.",Nice modern hotel easy walking to Vitosha and nice 25 min stroll to the cathedral,1188A600AA3F76E158FC7F4E5D7DE8D0
review_635738197,2018-11-25,42.681488,23.319777,Hilton Sofia,100,"It was a pleasure to stay at Hilton in Sofia once again. Great service, nice, big, clean rooms. Very helpfull staff. Location of the hotel is close to the centre. I am going to stay in in the same hotel soon. Looking forward to visiting you again.",Sofia Hilton Hotel,4E1F4C951880757290651B74444AFADA
